,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p03_1,p03_2,p03_3,p03_4,p04,p05,p06,p06otros,p06cod,p07_1,p07_2,p07_3,p08,p09,p10,p11,p12,PONDERADOR,PERCENTAGE,periodo
563,563,563,563,155891862,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Hombre,9,Tayacaja,90703,Centro,6,2,-1,-1,2,3,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,NS/NP,NS/NP,NS/NP,No tiene influencia,NS/NP,Mejor,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
564,564,564,564,155891927,NSE D,NSE D,NSE D/E,43,De 40 a más años,SI,Mujer,20,Sullana,200601,Norte,2,2,-1,-1,1,3,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Desaprueba,Aprueba,Aprueba,Poco,Mucho,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Poco,Poco,Algo,Tiene mucha influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
565,565,565,565,155891971,NSE E,NSE E,NSE D/E,44,De 40 a más años,SI,Mujer,4,Camaná,40201,Sur,4,2,-1,-1,1,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Nada,Nada,Mucho,Tiene mucha influencia,Mejor,Peor,Atenta contra la libertad de prensa,Centro,0.8891,0.07282118578051477,AGOSTO 2021
566,566,566,566,155892017,NSE D,NSE D,NSE D/E,27,De 25 a 39 años,SI,Mujer,15,Cañete,150507,Centro,3,2,-1,-1,1,3,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Algo,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Nada,Algo,Nada,Tiene poca influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
567,567,567,567,155892018,NSE A2,NSE A,NSE A/B,25,De 25 a 39 años,SI,Hombre,20,Piura,200105,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8974,0.07350099214872788,AGOSTO 2021
568,568,568,568,155892100,NSE B2,NSE B,NSE A/B,22,De 18 a 24 años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Poco,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Poco,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.7462,0.0611170496338096,AGOSTO 2021
569,569,569,569,155892105,NSE E,NSE E,NSE D/E,22,De 18 a 24 años,SI,Mujer,10,Marañón,100701,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Aprueba,Aprueba,Poco,Poco,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Algo,Poco,Nada,Tiene algo de influencia,Peor,Peor,No atenta contra la libertad de prensa,Derecha,1.2933,0.10592693686867591,AGOSTO 2021
570,570,570,570,155892149,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,NS/NP,Nada,Poco,Algo,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Algo,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,1.5073,0.12345447455513431,AGOSTO 2021
571,571,571,571,155892298,NSE E,NSE E,NSE D/E,25,De 25 a 39 años,SI,Hombre,3,Grau,30701,Sur,7,2,-1,-1,2,4,Perú rural,2,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Algo,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Poco,Poco,Nada,No tiene influencia,Mejor,Igual,No atenta contra la libertad de prensa,Izquierda,1.3258,0.10858882927432965,AGOSTO 2021
572,572,572,572,155892471,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Mujer,14,Ferreñafe,140203,Norte,2,2,-1,-1,1,4,Perú rural,2,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Algo,Mucho,Mucho,No debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Mucho,Nada,Algo,Tiene mucha influencia,Peor,Igual,Atenta contra la libertad de prensa,Derecha,1.2933,0.10592693686867591,AGOSTO 2021
573,573,573,573,155892541,NSE C1,NSE C,NSE C,20,De 18 a 24 años,SI,Mujer,15,Lima,150106,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Izquierda,1.4703,0.12042401243177467,AGOSTO 2021
574,574,574,574,155892958,NSE C1,NSE C,NSE C,25,De 25 a 39 años,SI,Mujer,15,Lima,150133,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Aprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,Poco,Poco,Tiene poca influencia,Mejor,Igual,Atenta contra la libertad de prensa,Izquierda,1.4608,0.11964592080550666,AGOSTO 2021
575,575,575,575,155893043,NSE B2,NSE B,NSE A/B,19,De 18 a 24 años,SI,Mujer,15,Lima,150119,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,NS/NP,99,99,NS/NP,Nada,NS/NP,Algo,NS/NP,NS/NP,NS/NP,Desconfianza,DESCONFI,7,NS/NP,NS/NP,NS/NP,NS/NP,Igual,Igual,Atenta contra la libertad de prensa,Izquierda,0.7232,0.05923324885442389,AGOSTO 2021
576,576,576,576,155893053,NSE A2,NSE A,NSE A/B,25,De 25 a 39 años,SI,Mujer,15,Lima,150136,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Derecha,0.2798,0.02291684600313579,AGOSTO 2021
577,577,577,577,155893078,NSE C2,NSE C,NSE C,18,De 18 a 24 años,SI,Mujer,1,Rodríguez de Mendoza,10601,Selva,8,2,-1,-1,3,1,Perú urbano,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Poco,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Poco,Tiene mucha influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8754,0.07169909575105458,AGOSTO 2021
578,578,578,578,155893116,NSE D,NSE D,NSE D/E,40,De 40 a más años,SI,Mujer,20,Sechura,200805,Norte,2,2,-1,-1,1,3,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Nada,Poco,No debe dar el voto de confianza,Que se cambie a algunos ministros,Desilusión, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
579,579,579,579,155893163,NSE E,NSE E,NSE D/E,32,De 25 a 39 años,SI,Hombre,22,Lamas,220508,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Poco,Tiene poca influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,1.3258,0.10858882927432965,AGOSTO 2021
580,580,580,580,155893184,NSE C2,NSE C,NSE C,62,De 40 a más años,SI,Mujer,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,99,NS/NP,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,NS/NP,Peor,Atenta contra la libertad de prensa,Derecha,1.4934,0.12231600364933165,AGOSTO 2021
581,581,581,581,155893247,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,15,Cañete,150501,Centro,3,2,-1,-1,1,2,Perú urbano,1,Posgrado universitario,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Mucho,Algo,Mucho,No debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Mejor,No atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
582,582,582,582,155893459,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Mujer,4,Arequipa,40112,Sur,7,2,-1,-1,2,2,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Mucho,Tiene poca influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Izquierda,0.8697,0.07123224077529378,AGOSTO 2021
583,583,583,583,155893588,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Mujer,8,La Convención,80907,Selva,8,2,-1,-1,3,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene poca influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8697,0.07123224077529378,AGOSTO 2021
584,584,584,584,155893607,NSE E,NSE E,NSE D/E,42,De 40 a más años,SI,Hombre,20,Piura,200104,Norte,2,2,-1,-1,1,1,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Confianza, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Derecha,0.9174,0.07513907978297632,AGOSTO 2021
585,585,585,585,155893660,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Mujer,20,Huancabamba,200304,Norte,5,2,-1,-1,2,4,Perú rural,2,Secundaria completa,Educacion Basica,NS/NP,Desaprueba,99,NS/NP,Poco,Poco,Poco,Mucho,NS/NP,Que se cambie a algunos ministros,Orgullo, ,-1,Nada,NS/NP,Nada,Tiene mucha influencia,Peor,NS/NP,No atenta contra la libertad de prensa,Izquierda,1.2849,0.10523894006229156,AGOSTO 2021
586,586,586,586,155893685,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Mujer,2,Huaylas,21201,Norte,5,2,-1,-1,2,4,Perú rural,2,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Aprueba,Aprueba,Nada,Poco,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,1.2933,0.10592693686867591,AGOSTO 2021
587,587,587,587,155893716,NSE A2,NSE A,NSE A/B,22,De 18 a 24 años,SI,Mujer,8,Cusco,80108,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,NS/NP,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Algo,No debe dar el voto de confianza,Que se mantenga todo el gabinete,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8754,0.07169909575105458,AGOSTO 2021
588,588,588,588,155893844,NSE E,NSE E,NSE D/E,66,De 40 a más años,SI,Hombre,10,Leoncio Prado,100603,Selva,8,2,-1,-1,3,4,Perú rural,2,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,NS/NP,No debe dar el voto de confianza,Que se cambie a algunos ministros,NS/NP, ,-1,Nada,NS/NP,Nada,NS/NP,Peor,Peor,Atenta contra la libertad de prensa,NS/NP,1.3554,0.11101319897301734,AGOSTO 2021
589,589,589,589,155893901,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Hombre,14,Chiclayo,140101,Norte,2,2,-1,-1,1,3,Perú urbano,1,Superior técnico completa,Educacion superior,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Algo,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Nada,Nada,Nada,Tiene poca influencia,Igual,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
590,590,590,590,155893917,NSE A2,NSE A,NSE A/B,57,De 40 a más años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Algo,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.286,0.02342465316975281,AGOSTO 2021
591,591,591,591,155893939,NSE B2,NSE B,NSE A/B,44,De 40 a más años,SI,Hombre,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Algo,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,NS/NP,Poco,NS/NP,No tiene influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Centro,0.7579,0.06207533089984495,AGOSTO 2021
592,592,592,592,155894025,NSE C1,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,20,Piura,200114,Norte,2,2,-1,-1,1,2,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.9032,0.07397603756265993,AGOSTO 2021
593,593,593,593,155894112,NSE C2,NSE C,NSE C,21,De 18 a 24 años,SI,Hombre,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Poco,Nada,Algo,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,1.5171,0.12425713749591603,AGOSTO 2021
594,594,594,594,155894347,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Hombre,21,Chucuito,210402,Sur,7,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Poco,Algo,Algo,Tiene mucha influencia,Igual,Mejor,No atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
595,595,595,595,155894375,NSE C1,NSE C,NSE C,32,De 25 a 39 años,SI,Hombre,20,Piura,200115,Norte,2,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie todo el gabinete,Desilusión, ,-1,Nada,Nada,Nada,No tiene influencia,Peor,Peor,Atenta contra la libertad de prensa,Izquierda,0.8974,0.07350099214872788,AGOSTO 2021
596,596,596,596,155894402,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Poco,NS/NP,Algo,Tiene algo de influencia,Mejor,Mejor,Atenta contra la libertad de prensa,Derecha,1.313,0.10754045318841063,AGOSTO 2021
597,597,597,597,155894606,NSE C2,NSE C,NSE C,51,De 40 a más años,SI,Mujer,20,Piura,200101,Norte,2,2,-1,-1,1,2,Perú urbano,1,Superior técnico completa,Educacion superior,Desaprueba,Desaprueba,99,Desaprueba,Poco,Algo,Poco,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
598,598,598,598,155894659,NSE D,NSE D,NSE D/E,24,De 18 a 24 años,SI,Mujer,8,Espinar,80801,Sur,7,2,-1,-1,2,2,Perú urbano,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Desaprueba,Desaprueba,Aprueba,Desaprueba,Poco,Poco,Poco,Poco,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Poco,Poco,Nada,Tiene algo de influencia,Igual,Peor,Atenta contra la libertad de prensa,Izquierda,0.8754,0.07169909575105458,AGOSTO 2021
599,599,599,599,155894717,NSE E,NSE E,NSE D/E,43,De 40 a más años,SI,Mujer,15,Lima,150108,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Primaria incompleta o completa/Secundaria incompleta,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Algo,NS/NP,NS/NP,No debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Nada,Nada,No tiene influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,0.6645,0.0544254616479047,AGOSTO 2021
600,600,600,600,155894732,NSE D,NSE D,NSE D/E,38,De 25 a 39 años,SI,Hombre,15,Lima,150119,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Aprueba,Aprueba,99,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Orgullo, ,-1,Mucho,Mucho,NS/NP,Tiene algo de influencia,Mejor,NS/NP,No atenta contra la libertad de prensa,Izquierda,1.3548,0.1109640563439899,AGOSTO 2021
601,601,601,601,155894862,NSE C1,NSE C,NSE C,36,De 25 a 39 años,SI,Hombre,5,Huamanga,50115,Sur,7,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Nada,Poco,Nada,Tiene mucha influencia,Mejor,Mejor,No atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
602,602,602,602,155894986,NSE D,NSE D,NSE D/E,54,De 40 a más años,SI,Hombre,13,Pacasmayo,130704,Norte,2,2,-1,-1,1,1,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Igual,Atenta contra la libertad de prensa,Izquierda,0.9174,0.07513907978297632,AGOSTO 2021
603,603,603,603,155895069,NSE D,NSE D,NSE D/E,43,De 40 a más años,SI,Mujer,13,Chepén,130401,Norte,2,2,-1,-1,1,1,Perú urbano,1,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Algo,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Esperanza, ,-1,Nada,Poco,Nada,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Derecha,0.8891,0.07282118578051477,AGOSTO 2021
604,604,604,604,155895138,NSE D,NSE D,NSE D/E,18,De 18 a 24 años,SI,Hombre,13,Trujillo,130101,Norte,2,2,-1,-1,1,4,Perú rural,2,Superior técnico incompleta,Educacion superior,Aprueba,Desaprueba,Aprueba,Aprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Poco,Algo,Algo,Tiene algo de influencia,Igual,Igual,Atenta contra la libertad de prensa,Derecha,1.3344,0.10929320695705648,AGOSTO 2021
605,605,605,605,155895487,NSE C1,NSE C,NSE C,23,De 18 a 24 años,SI,Mujer,15,Lima,150110,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Confianza, ,-1,Algo,Mucho,Algo,Tiene algo de influencia,Mejor,Igual,No atenta contra la libertad de prensa,Centro,1.4703,0.12042401243177467,AGOSTO 2021
606,606,606,606,155895610,NSE C1,NSE C,NSE C,29,De 25 a 39 años,SI,Mujer,15,Cañete,150509,Centro,3,2,-1,-1,1,3,Perú urbano,1,Secundaria completa,Educacion Basica,Desaprueba,Desaprueba,Desaprueba,NS/NP,Nada,Nada,Nada,NS/NP,No debe dar el voto de confianza,Que se cambie todo el gabinete,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
607,607,607,607,155895658,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Mujer,6,Hualgayoc,60701,Norte,5,2,-1,-1,2,1,Perú urbano,1,Secundaria completa,Educacion Basica,Aprueba,Desaprueba,Desaprueba,Aprueba,Poco,Algo,Poco,Algo,Sí debe dar el voto de confianza,Que se cambie todo el gabinete,Esperanza, ,-1,Nada,Algo,Poco,Tiene poca influencia,Igual,Igual,No atenta contra la libertad de prensa,Derecha,0.8754,0.07169909575105458,AGOSTO 2021
608,608,608,608,155895659,NSE C1,NSE C,NSE C,38,De 25 a 39 años,SI,Mujer,15,Lima,150136,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Desaprueba,Desaprueba,Aprueba,Aprueba,Nada,Nada,Nada,Nada,No debe dar el voto de confianza,Que se cambie a algunos ministros,Miedo, ,-1,Nada,Nada,Nada,Tiene mucha influencia,Peor,Peor,Atenta contra la libertad de prensa,Centro,1.4608,0.11964592080550666,AGOSTO 2021
609,609,609,609,155895669,NSE C2,NSE C,NSE C,60,De 40 a más años,SI,Hombre,22,Mariscal Cáceres,220601,Selva,8,2,-1,-1,3,1,Perú urbano,1,Secundaria completa,Educacion Basica,NS/NP,Aprueba,Aprueba,Aprueba,Algo,Algo,Mucho,Algo,NS/NP,Que se cambie a algunos ministros,Esperanza, ,-1,Algo,Algo,Algo,Tiene mucha influencia,Igual,Mejor,Atenta contra la libertad de prensa,Centro,0.9174,0.07513907978297632,AGOSTO 2021
610,610,610,610,155895688,NSE A2,NSE A,NSE A/B,29,De 25 a 39 años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Aprueba,Aprueba,Desaprueba,Aprueba,Poco,Algo,Mucho,Mucho,Sí debe dar el voto de confianza,Que se mantenga todo el gabinete,Esperanza, ,-1,Algo,Algo,Algo,Tiene algo de influencia,Igual,Mejor,Atenta contra la libertad de prensa,Centro,0.2887,0.023645795000376352,AGOSTO 2021
611,611,611,611,155895758,NSE B2,NSE B,NSE A/B,63,De 40 a más años,SI,Mujer,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Desaprueba,Desaprueba,Aprueba,Desaprueba,Algo,Nada,NS/NP,NS/NP,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre,INSEGURI,3,Nada,Nada,Nada,Tiene algo de influencia,Igual,NS/NP,Atenta contra la libertad de prensa,Derecha,0.7346,0.060166958805945504,AGOSTO 2021
612,612,612,612,155895803,NSE C1,NSE C,NSE C,35,De 25 a 39 años,SI,Hombre,8,Cusco,80106,Sur,7,2,-1,-1,2,1,Perú urbano,1,Superior universitaria incompleta,Educacion superior,NS/NP,99,Desaprueba,Aprueba,Algo,Algo,Algo,Mucho,Sí debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Algo,Nada,Tiene algo de influencia,Igual,Peor,Atenta contra la libertad de prensa,Derecha,0.8974,0.07350099214872788,AGOSTO 2021
613,613,613,613,155895814,NSE B2,NSE B,NSE A/B,38,De 25 a 39 años,SI,Mujer,9,Huancavelica,90101,Centro,6,2,-1,-1,2,1,Perú urbano,1,Posgrado universitario,Educacion superior,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Algo,Algo,No debe dar el voto de confianza,Que se cambie a algunos ministros,Incertidumbre, ,-1,Nada,Nada,Nada,Tiene algo de influencia,Igual,Peor,Atenta contra la libertad de prensa,Centro,0.8697,0.07123224077529378,AGOSTO 2021
