,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,ocupa,ocupa2,p01,p02,p02otros,p02cod,p03,p03otros,p03cod,p04,p05_1,p05_2,p05_3,p06,p07,p08,p13,p14,p15,p16,p17,p18,p21,m1,rolhogar,rolhogar2,D12,seguro2_1,seguro2_2,seguro2_3,seguro2_4,jubila,emitedoc_1,emitedoc_2,emitedoc_3,emitedoc_4,emitedoc_5,emitedoc_6,emitedoc_99,TIPOTRAB,Identificacion_ideológica,PONDERADOR,PERCENTAGE,periodo
653,653,653,653,653,653,653,159230702,NSE B1,NSE B,NSE A/B,37,De 25 a 39 años,SI,Hombre,15,Lima,150125,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior universitaria completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Mejor,Regular,Igual,Mejor,Derecha,Desaprueba,1,1,1,1,1,2,2,1,0,0,0,1,0,0,0,1,Derecha,0.864,0.0705912861756852,OCTUBRE 2021
654,654,654,654,654,654,654,159230724,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Mujer,2,Carhuaz,20601,Norte,5,2,-1,-1,2,4,Peru rural,2,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Aprueba,NS/NP,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,1,1,2,-1,-1,-1,-1,3,1,0,0,0,0,0,0,2,Centro,0.9862,0.08057537780840364,OCTUBRE 2021
655,655,655,655,655,655,655,159230731,NSE E,NSE E,NSE D/E,54,De 40 a más años,SI,Mujer,4,Arequipa,40107,Sur,7,2,-1,-1,2,3,Peru urbano,1,Secundaria incompleta,Educacion Basica,Jubilado,No trabaja,99,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,NS/NP,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Regular,Peor,Mejor,Izquierda,-1,1,1,1,2,1,1,2,1, , , , , , , ,-1,Izquierda,0.9847,0.0804528234921264,OCTUBRE 2021
656,656,656,656,656,656,656,159230887,NSE D,NSE D,NSE D/E,20,De 18 a 24 años,SI,Mujer,20,Piura,200114,Norte,2,2,-1,-1,1,2,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Aprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Mejor,Derecha,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,0.8958,0.07318943768076251,OCTUBRE 2021
657,657,657,657,657,657,657,159231015,NSE C2,NSE C,NSE C,40,De 40 a más años,SI,Hombre,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Izquierda,Aprueba,3,3,2,-1,-1,-1,-1,2,0,0,1,0,0,0,0,2,Izquierda,1.1234,0.09178501260389439,OCTUBRE 2021
658,658,658,658,658,658,658,159231038,NSE C1,NSE C,NSE C,54,De 40 a más años,SI,Mujer,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria incompleta,Educacion Basica,Ama de casa,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Peor,Igual,Derecha,Desaprueba,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
659,659,659,659,659,659,659,159231096,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Hombre,20,Sechura,200801,Norte,2,2,-1,-1,1,3,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
660,660,660,660,660,660,660,159231127,NSE C1,NSE C,NSE C,18,De 18 a 24 años,SI,Hombre,4,Arequipa,40110,Sur,7,2,-1,-1,2,4,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,99,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,NS/NP,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Peor,Igual,Centro,-1,3,3,1,2,2,2,2,3,0,0,0,1,0,0,0,2,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
661,661,661,661,661,661,661,159231130,NSE D,NSE D,NSE D/E,35,De 25 a 39 años,SI,Hombre,15,Huaral,150601,Centro,3,2,-1,-1,1,2,Peru urbano,1,Secundaria completa,Educacion Basica,Asalariado del sector privado,Trabajador dependiente,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Mejor,Igual,Buena,Igual,Mejor,Centro,-1,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Centro,0.9194,0.07511762559019095,OCTUBRE 2021
662,662,662,662,662,662,662,159231147,NSE C1,NSE C,NSE C,54,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,NS/NP, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Derecha,Aprueba,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.1234,0.09178501260389439,OCTUBRE 2021
663,663,663,663,663,663,663,159231165,NSE B2,NSE B,NSE A/B,20,De 18 a 24 años,SI,Hombre,20,Piura,200101,Norte,2,2,-1,-1,1,1,Peru urbano,1,Secundaria completa,Educacion Basica,Estudiante,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Aprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Igual,Mala,Peor,Igual,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
664,664,664,664,664,664,664,159231181,NSE C1,NSE C,NSE C,45,De 40 a más años,SI,Hombre,15,Barranca,150201,Centro,3,2,-1,-1,1,1,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,NS/NP,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Igual,Mala,Igual,Igual,Izquierda,-1,1,1,1,2,2,2,1,3,0,0,0,0,0,1,0,2,Izquierda,1.0231,0.08359021398882352,OCTUBRE 2021
665,665,665,665,665,665,665,159231204,NSE E,NSE E,NSE D/E,32,De 25 a 39 años,SI,Mujer,13,Sánchez Carrión,130901,Norte,5,2,-1,-1,2,4,Peru rural,2,Primaria incompleta,Educacion Basica,Ama de casa,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,NS/NP,Desaprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Igual,Regular,Peor,Igual,Derecha,-1,1,1,1,2,2,1,2,3, , , , , , , ,-1,Derecha,0.9862,0.08057537780840364,OCTUBRE 2021
666,666,666,666,666,666,666,159231232,NSE C2,NSE C,NSE C,21,De 18 a 24 años,SI,Hombre,21,Puno,210101,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Mala,Igual,Igual,Centro,-1,3,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
667,667,667,667,667,667,667,159231255,NSE E,NSE E,NSE D/E,23,De 18 a 24 años,SI,Hombre,2,Huaraz,20105,Norte,5,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Igual,Igual,Regular,Igual,Igual,Centro,-1,3,3,1,2,2,1,2,3, , , , , , , ,-1,Centro,0.9308,0.0760490383938979,OCTUBRE 2021
668,668,668,668,668,668,668,159231329,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Mujer,12,Huancayo,120101,Centro,6,2,-1,-1,2,4,Peru rural,2,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,Sí tiene,Aprueba,Aprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Muy buena,Mejor,Igual,Mala,Mejor,Mejor,Derecha,-1,4,3,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,0.9984,0.08157215291412512,OCTUBRE 2021
669,669,669,669,669,669,669,159231432,NSE B1,NSE B,NSE A/B,27,De 25 a 39 años,SI,Mujer,5,Huanta,50401,Sur,7,2,-1,-1,2,2,Peru urbano,1,Posgrado universitario,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Aprueba,Avances en salud/educación,EL SISTEMA DE SALUD SE HA INCREMENTADO LAS VACUNAS DE 18 % HAY 53 %,7,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Buena,Igual,Mejor,Izquierda,-1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,1,Izquierda,0.8849,0.07229887631581464,OCTUBRE 2021
670,670,670,670,670,670,670,159231455,NSE D,NSE D,NSE D/E,55,De 40 a más años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,NS/NP,Desaprueba,Aprueba,Desaprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,NS/NP,Mejor,Regular,Igual,Mejor,Centro,NS/NP,2,2,1,2,2,1,2,3, , , , , , , ,-1,Centro,1.6883,0.13793896811389966,OCTUBRE 2021
671,671,671,671,671,671,671,159231512,NSE C2,NSE C,NSE C,45,De 40 a más años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Igual,Mejor,Regular,Igual,Mejor,Izquierda,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Izquierda,1.1234,0.09178501260389439,OCTUBRE 2021
672,672,672,672,672,672,672,159231617,NSE E,NSE E,NSE D/E,50,De 40 a más años,SI,Mujer,3,Abancay,30101,Sur,7,2,-1,-1,2,1,Peru urbano,1,Superior universitaria completa,Educacion superior,No trabaja,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,NS/NP,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Izquierda,-1,1,1,2,-1,-1,-1,-1,3, , , , , , , ,-1,Izquierda,0.9847,0.0804528234921264,OCTUBRE 2021
673,673,673,673,673,673,673,159231654,NSE C1,NSE C,NSE C,44,De 40 a más años,SI,Hombre,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Aprueba,Avances en salud/educación,APRENDIENDO HACER PRESIDENTE  CON SU PRESUPUESTOS SOBRE TODO EN LA EDUCACION,7,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Mejor,Peor,Buena,Mejor,Igual,Centro,Aprueba,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Centro,1.1234,0.09178501260389439,OCTUBRE 2021
674,674,674,674,674,674,674,159231680,NSE B2,NSE B,NSE A/B,26,De 25 a 39 años,SI,Mujer,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Asalariado del sector privado,Trabajador dependiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,NS/NP, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Aprueba,2,2,1,99,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,0.8316,0.06794411294409701,OCTUBRE 2021
675,675,675,675,675,675,675,159231697,NSE C1,NSE C,NSE C,22,De 18 a 24 años,SI,Mujer,6,Cajamarca,60101,Norte,5,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Aprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Aprueba,Aprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Mejor,Regular,Igual,Mejor,Centro,-1,2,2,1,1,1,1,2,3, , , , , , , ,-1,Centro,0.8958,0.07318943768076251,OCTUBRE 2021
676,676,676,676,676,676,676,159231807,NSE D,NSE D,NSE D/E,51,De 40 a más años,SI,Mujer,15,Lima,150102,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Primaria incompleta,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Aprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Mejor,Buena,Peor,Mejor,Izquierda,Aprueba,1,1,1,1,1,1,2,3,0,0,0,0,0,1,0,2,Izquierda,1.6883,0.13793896811389966,OCTUBRE 2021
677,677,677,677,677,677,677,159231863,NSE C1,NSE C,NSE C,55,De 40 a más años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Ama de casa,No trabaja,Aprueba,Que se preocupa por los que menos tienen, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Mejor,Igual,Centro,Aprueba,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Centro,1.0812,0.08833715117262829,OCTUBRE 2021
678,678,678,678,678,678,678,159231893,NSE B2,NSE B,NSE A/B,56,De 40 a más años,SI,Mujer,15,Lima,150113,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar,LA FALTA DE CARACTER PARA GOBERNAR,2,No tiene,Desaprueba,Desaprueba,Aprueba,En desacuerdo,Desaprueba,Sí debe dar el voto de confianza,Regular,Igual,Igual,Regular,Igual,Igual,Derecha,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,0.9254,0.07560784285529987,OCTUBRE 2021
679,679,679,679,679,679,679,159231947,NSE B2,NSE B,NSE A/B,46,De 40 a más años,SI,Mujer,15,Lima,150130,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Posgrado universitario,Educacion superior,No trabaja,No trabaja,Desaprueba,No tiene nada positivo, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Centro,Aprueba,1,1,2,-1,-1,-1,-1,2, , , , , , , ,-1,Centro,0.9254,0.07560784285529987,OCTUBRE 2021
680,680,680,680,680,680,680,159231953,NSE C1,NSE C,NSE C,52,De 40 a más años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Asalariado del sector estatal,Trabajador dependiente,Desaprueba,No tiene nada positivo, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Regular,Peor,Peor,Derecha,Desaprueba,1,1,1,2,1,2,2,2,0,0,0,1,0,0,0,1,Derecha,1.1234,0.09178501260389439,OCTUBRE 2021
681,681,681,681,681,681,681,159232054,NSE C2,NSE C,NSE C,23,De 18 a 24 años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,Sí tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Mala,Peor,Mejor,Izquierda,NS/NP,3,3,1,2,2,1,2,3,0,0,0,1,0,0,0,2,Izquierda,1.022,0.08350034082355356,OCTUBRE 2021
682,682,682,682,682,682,682,159232071,NSE D,NSE D,NSE D/E,34,De 25 a 39 años,SI,Mujer,15,Lima,150133,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,99,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,Aprueba,Sí debe dar el voto de confianza,Regular,Peor,Mejor,Regular,NS/NP,Mejor,Centro,Aprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Centro,1.5172,0.12395960577054352,OCTUBRE 2021
683,683,683,683,683,683,683,159232190,NSE C1,NSE C,NSE C,46,De 40 a más años,SI,Mujer,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Aprueba,Que una persona humilde sea Presidente del Perú, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Aprueba,Aprueba,Aprueba,De acuerdo,Aprueba,Sí debe dar el voto de confianza,Muy buena,Igual,Igual,Regular,Igual,Igual,Derecha,-1,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
684,684,684,684,684,684,684,159232199,NSE C1,NSE C,NSE C,32,De 25 a 39 años,SI,Mujer,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,Que quiera hacer una Asamblea Constituyente, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Peor,Peor,Mala,Peor,Peor,Derecha,Desaprueba,1,1,2,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,Derecha,0.9716,0.07938251579663859,OCTUBRE 2021
685,685,685,685,685,685,685,159232296,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,6,Chota,60419,Norte,5,2,-1,-1,2,4,Peru rural,2,Sin educacion/Educacion Inicial,Educacion Basica,Empleado del hogar,Trabajador independiente,Desaprueba,Que una persona humilde sea Presidente del Perú, ,-1,La falta de gente capacitada en el gobierno,QUE ENTRE LOS MINISTROS QUE TIENE NO ESTAN ACTUANDO BIEN Y DESAPRUEBO,3,Sí tiene,Aprueba,NS/NP,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,-1,1,1,1,2,2,1,2,3,0,0,0,0,0,1,0,2,Derecha,1.0974,0.08966073778842239,OCTUBRE 2021
686,686,686,686,686,686,686,159232491,NSE B2,NSE B,NSE A/B,35,De 25 a 39 años,SI,Mujer,10,Huánuco,100101,Centro,6,2,-1,-1,2,1,Peru urbano,1,Superior universitaria incompleta,Educacion superior,Estudiante,No trabaja,Desaprueba,No tiene nada positivo, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Mala,Peor,Peor,Muy mala,Igual,Peor,Derecha,-1,3,3,1,1,1,2,2,1, , , , , , , ,-1,Derecha,0.8849,0.07229887631581464,OCTUBRE 2021
687,687,687,687,687,687,687,159232495,NSE C1,NSE C,NSE C,45,De 40 a más años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,Superior técnico incompleta,Educacion superior,No trabaja,No trabaja,Desaprueba,Que hará cambios en la economía, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Aprueba,1,1,1,2,2,1,2,3, , , , , , , ,-1,Derecha,1.1234,0.09178501260389439,OCTUBRE 2021
688,688,688,688,688,688,688,159232545,NSE C1,NSE C,NSE C,50,De 40 a más años,SI,Mujer,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Aprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Aprueba,Sí debe dar el voto de confianza,Buena,Igual,Igual,Regular,Igual,Igual,Centro,Desaprueba,2,2,1,2,2,1,2,2,0,0,0,0,0,1,0,2,Centro,1.0812,0.08833715117262829,OCTUBRE 2021
689,689,689,689,689,689,689,159232711,NSE B2,NSE B,NSE A/B,28,De 25 a 39 años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,Superior universitaria incompleta,Educacion superior,Trabajador independiente con empleados,Trabajador independiente,Desaprueba,No tiene nada positivo, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Regular,Igual,Peor,Mala,Igual,Igual,Centro,Desaprueba,1,1,1,2,2,1,2,2,0,1,1,0,0,0,0,2,Centro,0.864,0.0705912861756852,OCTUBRE 2021
690,690,690,690,690,690,690,159232779,NSE C1,NSE C,NSE C,50,De 40 a más años,SI,Hombre,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que se preocupa por los que menos tienen, ,-1,Su falta de liderazgo o capacidad para gobernar, ,-1,No tiene,Aprueba,Aprueba,Desaprueba,De acuerdo,Desaprueba,Sí debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Derecha,Aprueba,2,2,1,2,2,1,2,1,0,0,0,0,0,1,0,2,Derecha,1.1234,0.09178501260389439,OCTUBRE 2021
691,691,691,691,691,691,691,159233081,NSE B2,NSE B,NSE A/B,49,De 40 a más años,SI,Mujer,15,Lima,150142,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Superior técnico completa,Educacion superior,Trabajador independiente sin empleados,Trabajador independiente,Desaprueba,Que hará cambios en la economía, ,-1,El manejo de la economía del país, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Mala,Peor,Peor,Mala,Peor,Peor,Derecha,Desaprueba,1,1,1,2,1,2,2,1,0,0,1,0,0,0,0,1,Derecha,0.9254,0.07560784285529987,OCTUBRE 2021
692,692,692,692,692,692,692,159233212,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Mujer,15,Lima,150129,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,Secundaria completa,Educacion Basica,No trabaja,No trabaja,Desaprueba,No tiene nada positivo, ,-1,La falta de gente capacitada en el gobierno, ,-1,No tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,Desaprueba,No debe dar el voto de confianza,Muy mala,Peor,Peor,Muy mala,Peor,Peor,Derecha,Desaprueba,2,2,2,-1,-1,-1,-1,3, , , , , , , ,-1,Derecha,1.0812,0.08833715117262829,OCTUBRE 2021
693,693,693,693,693,693,693,159235631,NSE E,NSE E,NSE D/E,21,De 18 a 24 años,SI,Hombre,25,Coronel Portillo,250106,Selva,8,2,-1,-1,3,2,Peru urbano,1,Secundaria completa,Educacion Basica,Trabajador independiente con empleados,Trabajador independiente,Aprueba,Tener una nueva Constitución, ,-1,La falta de gente capacitada en el gobierno, ,-1,Sí tiene,Desaprueba,Desaprueba,Desaprueba,En desacuerdo,NS/NP,NS/NP,Regular,Igual,Igual,Mala,Igual,Igual,Izquierda,-1,3,3,2,-1,-1,-1,-1,3,1,0,0,0,0,0,0,2,Izquierda,0.9308,0.0760490383938979,OCTUBRE 2021
