,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,zona2,zona3,zonali,zonali2,region,area,ambito,ambito2,edu,edu2,p01,p02_1,p02_2,p02_3,p02_4,p02_5,p02_6,p02_7,p03_1,p03_2,p03_3,p03_4,p04_1,p04_2,p04_3,p04_4,p04_5,p07,p08,p09,p11,p11otros,p11cod,p12,p13,PONDERADOR,PERCENTAGE,periodo
583,583,583,583,157402644,NSE D,NSE D,NSE D/E,65,De 40 a más años,SI,Mujer,11,Ica,110108,Sur,4,2,-1,-1,1,2,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,NS/NP,Desaprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Mucho,Regular,Regular,Regular,Regular,Regular,Bien,Si,Si,4, ,-1,Izquierda,7,1.0185,0.08424743384467155,SETIEMBRE 2021
584,584,584,584,157402666,NSE B1,NSE B,NSE A/B,26,De 25 a 39 años,SI,Mujer,15,Lima,150131,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Nada,Poco,Poco,Nada,Mal,Mal,Muy mal,Muy mal,Mal,Mal,Si,No,99, ,-1,Centro,3,0.7872,0.06511495328672111,SETIEMBRE 2021
585,585,585,585,157402668,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Hombre,12,Chupaca,120909,Centro,6,2,-1,-1,2,4,Peru rural,2,2,1,NS/NP,NS/NP,NS/NP,Desaprueba,NS/NP,NS/NP,Desaprueba,Desaprueba,Poco,Poco,Algo,Mucho,Regular,Muy bien,Regular,Muy mal,Regular,Regular,Si,NS/NP,99, ,-1,Izquierda,1,1.1326,0.0936854625159303,SETIEMBRE 2021
586,586,586,586,157402693,NSE D,NSE D,NSE D/E,28,De 25 a 39 años,SI,Hombre,11,Chincha,110205,Sur,4,2,-1,-1,1,1,Peru urbano,1,2,1,Desaprueba,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,NS/NP,Mal,Regular,Regular,Regular,Si,No,6, ,-1,Derecha,1,0.9555,0.07903625236974342,SETIEMBRE 2021
587,587,587,587,157402714,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Hombre,2,Huari,21014,Norte,5,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Algo,Mucho,Bien,Muy bien,Muy bien,Muy bien,Muy bien,Bien,No,Si,99, ,-1,Derecha,10,0.9487,0.07847377563911624,SETIEMBRE 2021
588,588,588,588,157402736,NSE B2,NSE B,NSE A/B,60,De 40 a más años,SI,Hombre,15,Lima,150103,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,4,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Bien,Bien,Bien,Bien,Regular,Bien,Si,No,18,TODOS LOS MILLONARIOS ALAN GARCIA,18,Centro,7,0.8078,0.06681892691185633,SETIEMBRE 2021
589,589,589,589,157402737,NSE B1,NSE B,NSE A/B,67,De 40 a más años,SI,Hombre,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Regular,Muy mal,Mal,Bien,Si,Si,16,EL MISMO PUEBLO,16,Centro,1,0.8078,0.06681892691185633,SETIEMBRE 2021
590,590,590,590,157402767,NSE A2,NSE A,NSE A/B,55,De 40 a más años,SI,Mujer,15,Lima,150140,Lima Metropolitana,1,1,2,2,1,-1,Lima Metropolitana,1,7,2,Aprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Algo,Mucho,Bien,Bien,Regular,Bien,Bien,Muy bien,Si,No,98, ,-1,Centro,4,0.4345,0.03594060874375041,SETIEMBRE 2021
591,591,591,591,157402810,NSE A1,NSE A,NSE A/B,42,De 40 a más años,SI,Hombre,14,Chiclayo,140105,Norte,2,2,-1,-1,1,1,Peru urbano,1,8,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Nada,Muy mal,Mal,Mal,Muy mal,Mal,Muy mal,Si,NS/NP,12,EL CONGRESO,12,Derecha,3,0.9993,0.08265926425231249,SETIEMBRE 2021
592,592,592,592,157402856,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Hombre,22,El Dorado,220303,Selva,8,2,-1,-1,3,2,Peru urbano,1,3,1,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Mucho,Poco,Bien,Regular,Muy bien,Regular,Regular,Muy bien,No,No,99, ,-1,Derecha,10,0.8371,0.06924253988352926,SETIEMBRE 2021
593,593,593,593,157402877,NSE C2,NSE C,NSE C,24,De 18 a 24 años,SI,Hombre,10,Ambo,100201,Centro,6,2,-1,-1,2,4,Peru rural,2,2,1,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Algo,Mal,Regular,Regular,Regular,Mal,Regular,No,Si,99, ,-1,Izquierda,10,0.9487,0.07847377563911624,SETIEMBRE 2021
594,594,594,594,157402949,NSE E,NSE E,NSE D/E,34,De 25 a 39 años,SI,Hombre,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,NS/NP,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Poco,Poco,Nada,Poco,Mal,Regular,Regular,Regular,Regular,Muy bien,Si,Si,99, ,-1,Centro,3,0.7493,0.061979972685137344,SETIEMBRE 2021
595,595,595,595,157402950,NSE C1,NSE C,NSE C,24,De 18 a 24 años,SI,Hombre,15,Prov. Const. del Callao,70107,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Nada,Algo,Poco,Algo,Muy mal,Regular,Regular,Mal,Regular,Bien,Si,No,4, ,-1,Derecha,1,1.1347,0.09385916856509455,SETIEMBRE 2021
596,596,596,596,157402994,NSE E,NSE E,NSE D/E,22,De 18 a 24 años,SI,Mujer,5,Parinacochas,50701,Sur,7,2,-1,-1,2,2,Peru urbano,1,4,2,NS/NP,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Algo,Mucho,Regular,Bien,Bien,Muy bien,Muy bien,Muy bien,No,NS/NP,99, ,-1,Derecha,10,0.8532,0.07057428626045534,SETIEMBRE 2021
597,597,597,597,157403000,NSE E,NSE E,NSE D/E,19,De 18 a 24 años,SI,Hombre,10,Huánuco,100101,Centro,6,2,-1,-1,2,4,Peru rural,2,3,1,Desaprueba,Desaprueba,NS/NP,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Poco,Regular,Regular,Regular,Regular,Bien,Bien,Si,No,99, ,-1,NS/NP,1,0.9487,0.07847377563911624,SETIEMBRE 2021
598,598,598,598,157403066,NSE C2,NSE C,NSE C,22,De 18 a 24 años,SI,Mujer,15,Lima,150137,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,5,2,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Algo,Algo,Algo,Algo,Muy mal,Regular,Mal,Regular,Regular,Muy mal,Si,Si,99, ,-1,Izquierda,1,1.1565,0.09566240278975224,SETIEMBRE 2021
599,599,599,599,157403073,NSE C1,NSE C,NSE C,69,De 40 a más años,SI,Mujer,6,Cajamarca,60101,Norte,5,2,-1,-1,2,1,Peru urbano,1,3,1,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,NS/NP,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,NS/NP,Mal,Mal,Mal,Regular,Si,Si,8,CERRON,8,Derecha,3,1.0185,0.08424743384467155,SETIEMBRE 2021
600,600,600,600,157403076,NSE C1,NSE C,NSE C,37,De 25 a 39 años,SI,Mujer,23,Tacna,230101,Sur,4,2,-1,-1,1,1,Peru urbano,1,7,2,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Algo,Mucho,Algo,Poco,Regular,Regular,Regular,Regular,Bien,Muy bien,Si,No,10,BELLIDO,10,Derecha,6,0.9739,0.0805582482290875,SETIEMBRE 2021
601,601,601,601,157403085,NSE C2,NSE C,NSE C,19,De 18 a 24 años,SI,Hombre,2,Santa,21801,Norte,2,2,-1,-1,1,1,Peru urbano,1,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,NS/NP,Poco,Mucho,Algo,Mucho,Mal,Mal,NS/NP,Bien,Mal,Bien,Si,No,18,LOS DE ALTO PODER,18,NS/NP,10,0.8371,0.06924253988352926,SETIEMBRE 2021
602,602,602,602,157403230,NSE C2,NSE C,NSE C,38,De 25 a 39 años,SI,Hombre,20,Piura,200101,Norte,2,2,-1,-1,1,1,Peru urbano,1,5,2,NS/NP,NS/NP,NS/NP,Aprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Algo,Mucho,Algo,Mucho,Regular,Bien,Bien,Muy bien,Regular,Bien,Si,No,18,EL QUE MANEJA LA ECONOMIA EN EL PAIS,18,NS/NP,1,0.9555,0.07903625236974342,SETIEMBRE 2021
603,603,603,603,157403252,NSE D,NSE D,NSE D/E,42,De 40 a más años,SI,Hombre,14,Chiclayo,140105,Norte,2,2,-1,-1,1,1,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Mucho,Mucho,Regular,Regular,Muy bien,Muy bien,Regular,Bien,Si,No,4, ,-1,Centro,6,0.9993,0.08265926425231249,SETIEMBRE 2021
604,604,604,604,157403306,NSE E,NSE E,NSE D/E,30,De 25 a 39 años,SI,Hombre,5,Sucre,50903,Sur,7,2,-1,-1,2,2,Peru urbano,1,5,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Muy mal,Regular,Regular,Mal,Regular,Si,No,99, ,-1,Izquierda,2,0.9555,0.07903625236974342,SETIEMBRE 2021
605,605,605,605,157403316,NSE C1,NSE C,NSE C,40,De 40 a más años,SI,Hombre,15,Lima,150118,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Mucho,Poco,Mucho,Mucho,Regular,Muy bien,Regular,Mal,Regular,Muy bien,No,No,99, ,-1,Izquierda,10,1.3546,0.1120486734275818,SETIEMBRE 2021
606,606,606,606,157403326,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Mujer,13,Gran Chimú,131101,Norte,5,2,-1,-1,2,1,Peru urbano,1,3,1,NS/NP,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Poco,Algo,Algo,Algo,Regular,Bien,Bien,Regular,Regular,Bien,No,Si,99, ,-1,Centro,6,0.8532,0.07057428626045534,SETIEMBRE 2021
607,607,607,607,157403347,NSE C1,NSE C,NSE C,38,De 25 a 39 años,SI,Hombre,15,Barranca,150201,Centro,3,2,-1,-1,1,1,Peru urbano,1,5,2,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Algo,Bien,Bien,Bien,Bien,Bien,Bien,Si,Si,99, ,-1,NS/NP,1,0.9555,0.07903625236974342,SETIEMBRE 2021
608,608,608,608,157403363,NSE D,NSE D,NSE D/E,57,De 40 a más años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Poco,Poco,Poco,Algo,Regular,Regular,Regular,Regular,Mal,Regular,Si,No,4, ,-1,Derecha,1,1.2262,0.10142778927868065,SETIEMBRE 2021
609,609,609,609,157403368,NSE E,NSE E,NSE D/E,62,De 40 a más años,SI,Hombre,25,Coronel Portillo,250101,Selva,8,2,-1,-1,3,2,Peru urbano,1,4,2,Aprueba,NS/NP,Aprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Poco,Poco,Poco,Poco,Regular,Regular,Mal,Muy mal,Regular,Bien,Si,No,99, ,-1,Izquierda,5,0.9993,0.08265926425231249,SETIEMBRE 2021
610,610,610,610,157403422,NSE E,NSE E,NSE D/E,22,De 18 a 24 años,SI,Hombre,19,Pasco,190108,Centro,6,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,NS/NP,Desaprueba,Desaprueba,NS/NP,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Muy bien,Regular,Bien,Bien,Bien,Muy bien,Si,No,4, ,-1,Centro,8,0.9487,0.07847377563911624,SETIEMBRE 2021
611,611,611,611,157403440,NSE D,NSE D,NSE D/E,28,De 25 a 39 años,SI,Mujer,20,Piura,200105,Norte,2,2,-1,-1,1,2,Peru urbano,1,2,1,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Nada,Poco,Poco,Poco,Mal,Mal,Mal,Mal,Mal,Bien,No,Si,99, ,-1,Izquierda,10,0.9739,0.0805582482290875,SETIEMBRE 2021
612,612,612,612,157403482,NSE B1,NSE B,NSE A/B,49,De 40 a más años,SI,Hombre,12,Satipo,120604,Selva,8,2,-1,-1,3,2,Peru urbano,1,2,1,NS/NP,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Mucho,Mucho,Poco,Mucho,Regular,Regular,Regular,Mal,Regular,Regular,Si,No,11,FUERZA POPULAR,11,Izquierda,9,0.9993,0.08265926425231249,SETIEMBRE 2021
613,613,613,613,157403521,NSE C1,NSE C,NSE C,26,De 25 a 39 años,SI,Mujer,5,Huamanga,50101,Sur,7,2,-1,-1,2,2,Peru urbano,1,7,2,Aprueba,Aprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,Mucho,Mucho,Regular,NS/NP,Bien,Muy bien,NS/NP,Muy bien,Si,Si,14,LA DERECHA Y EL SECTOR QUE MANEJA EL PAIS,14,Centro,5,0.9739,0.0805582482290875,SETIEMBRE 2021
614,614,614,614,157403522,NSE E,NSE E,NSE D/E,27,De 25 a 39 años,SI,Mujer,22,Huallaga,220402,Selva,8,2,-1,-1,3,4,Peru rural,2,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Nada,Mucho,Nada,Mucho,Mal,Mal,Mal,Muy mal,Regular,Muy mal,No,No,8,CERRON,8,Izquierda,1,1.1037,0.09129493641076483,SETIEMBRE 2021
615,615,615,615,157403582,NSE C1,NSE C,NSE C,66,De 40 a más años,SI,Hombre,15,Lima,150128,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,5,2,Aprueba,Aprueba,NS/NP,Desaprueba,NS/NP,Aprueba,Aprueba,Aprueba,Poco,Poco,Mucho,Poco,Regular,Regular,Bien,Regular,Mal,Bien,Si,No,98, ,-1,Centro,3,1.3546,0.1120486734275818,SETIEMBRE 2021
616,616,616,616,157403588,NSE B1,NSE B,NSE A/B,29,De 25 a 39 años,SI,Hombre,11,Pisco,110506,Sur,4,2,-1,-1,1,1,Peru urbano,1,4,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Algo,Algo,Poco,Algo,Muy mal,Bien,Regular,Muy bien,Mal,Bien,Si,No,99, ,-1,Izquierda,5,0.9555,0.07903625236974342,SETIEMBRE 2021
617,617,617,617,157403589,NSE C1,NSE C,NSE C,74,De 40 a más años,SI,Mujer,15,Lima,150127,Lima Metropolitana,1,1,4,4,1,-1,Lima Metropolitana,1,2,1,Desaprueba,Desaprueba,Desaprueba,NS/NP,NS/NP,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Mal,Muy mal,Muy mal,Muy mal,Mal,Si,Si,99, ,-1,Derecha,1,1.3806,0.11419931975056805,SETIEMBRE 2021
618,618,618,618,157403674,NSE D,NSE D,NSE D/E,52,De 40 a más años,SI,Hombre,14,Lambayeque,140301,Norte,2,2,-1,-1,1,2,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Algo,Algo,Algo,Bien,NS/NP,Bien,Bien,Bien,Muy bien,Si,No,4, ,-1,Centro,1,0.9993,0.08265926425231249,SETIEMBRE 2021
619,619,619,619,157403679,NSE D,NSE D,NSE D/E,36,De 25 a 39 años,SI,Mujer,15,Lima,150132,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,3,1,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Bien,Regular,Regular,Mal,Regular,Bien,Si,Si,4, ,-1,Derecha,10,1.1725,0.09698587745005145,SETIEMBRE 2021
620,620,620,620,157403693,NSE D,NSE D,NSE D/E,57,De 40 a más años,SI,Hombre,20,Paita,200505,Norte,2,2,-1,-1,1,4,Peru rural,2,3,1,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Poco,Algo,Poco,Nada,Mal,Regular,Regular,Mal,Mal,Regular,Si,Si,4, ,-1,Izquierda,1,1.1326,0.0936854625159303,SETIEMBRE 2021
621,621,621,621,157403696,NSE E,NSE E,NSE D/E,26,De 25 a 39 años,SI,Mujer,22,Rioja,220801,Selva,8,2,-1,-1,3,1,Peru urbano,1,5,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Poco,Poco,Nada,Nada,Regular,Regular,Regular,Regular,Regular,Bien,Si,No,99, ,-1,Derecha,1,0.9739,0.0805582482290875,SETIEMBRE 2021
622,622,622,622,157403706,NSE E,NSE E,NSE D/E,33,De 25 a 39 años,SI,Mujer,22,Moyobamba,220101,Selva,8,2,-1,-1,3,4,Peru rural,2,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Poco,Poco,Poco,Poco,Muy mal,Regular,Regular,Mal,Regular,Regular,No,Si,99, ,-1,Izquierda,5,1.1037,0.09129493641076483,SETIEMBRE 2021
623,623,623,623,157403746,NSE E,NSE E,NSE D/E,18,De 18 a 24 años,SI,Hombre,20,Huancabamba,200307,Norte,5,2,-1,-1,2,4,Peru rural,2,3,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Nada,Nada,Nada,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Bien,No,No,98, ,-1,Izquierda,5,0.9487,0.07847377563911624,SETIEMBRE 2021
624,624,624,624,157403752,NSE D,NSE D,NSE D/E,50,De 40 a más años,SI,Hombre,15,Lima,150102,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Nada,Nada,Nada,Nada,Mal,Muy mal,Muy mal,Mal,Mal,NS/NP,No,NS/NP,99, ,-1,Izquierda,1,1.2031,0.09951702273787368,SETIEMBRE 2021
625,625,625,625,157403766,NSE E,NSE E,NSE D/E,40,De 40 a más años,SI,Mujer,20,Piura,200110,Norte,2,2,-1,-1,1,5,Peru rural,2,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,Desaprueba,NS/NP,Nada,Poco,Nada,Mal,Regular,Regular,Regular,Mal,Bien,Si,No,99, ,-1,Izquierda,1,1.1543,0.0954804250239611,SETIEMBRE 2021
626,626,626,626,157403889,NSE B1,NSE B,NSE A/B,75,De 40 a más años,SI,Hombre,13,Trujillo,130101,Norte,2,2,-1,-1,1,1,Peru urbano,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,NS/NP,Aprueba,Desaprueba,NS/NP,Mucho,Nada,Nada,Muy mal,Mal,Regular,Muy mal,Muy mal,Mal,Si,Si,4,LA CHINA,4,Derecha,2,0.9993,0.08265926425231249,SETIEMBRE 2021
627,627,627,627,157403907,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,20,Piura,200114,Norte,2,2,-1,-1,1,4,Peru rural,2,3,1,NS/NP,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Algo,Mucho,Mucho,Algo,Regular,Muy bien,Regular,Regular,Muy bien,Muy bien,No,No,99, ,-1,Derecha,10,1.0829,0.08957441935237587,SETIEMBRE 2021
628,628,628,628,157403950,NSE D,NSE D,NSE D/E,30,De 25 a 39 años,SI,Mujer,15,Lima,150117,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,7,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Mucho,Mucho,Bien,Bien,Muy bien,Muy bien,Muy bien,Muy bien,Si,No,4, ,-1,Centro,6,1.1725,0.09698587745005145,SETIEMBRE 2021
629,629,629,629,157403996,NSE C1,NSE C,NSE C,37,De 25 a 39 años,SI,Mujer,15,Prov. Const. del Callao,70101,Lima Metropolitana,1,1,6,-1,1,-1,Lima Metropolitana,1,8,2,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Mucho,Mucho,Algo,Mucho,Bien,Bien,Bien,Regular,Bien,Muy bien,Si,No,99, ,-1,Centro,6,1.3201,0.10919493119131164,SETIEMBRE 2021
630,630,630,630,157404029,NSE E,NSE E,NSE D/E,57,De 40 a más años,SI,Mujer,5,Cangallo,50206,Sur,7,2,-1,-1,2,4,Peru rural,2,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP,Poco,Poco,Poco,Poco,Mal,Regular,Mal,Mal,Regular,Mal,Si,No,4, ,-1,Centro,1,1.1543,0.0954804250239611,SETIEMBRE 2021
631,631,631,631,157404040,NSE B1,NSE B,NSE A/B,50,De 40 a más años,SI,Mujer,6,Cajamarca,60101,Norte,5,2,-1,-1,2,1,Peru urbano,1,7,2,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Nada,Nada,Poco,Nada,Mal,Mal,Regular,Regular,Regular,Bien,Si,Si,99, ,-1,Centro,1,1.0185,0.08424743384467155,SETIEMBRE 2021
632,632,632,632,157404083,NSE E,NSE E,NSE D/E,29,De 25 a 39 años,SI,Hombre,5,Huanta,50404,Sur,7,2,-1,-1,2,2,Peru urbano,1,3,1,Aprueba,Aprueba,Aprueba,Aprueba,NS/NP,Aprueba,Aprueba,Aprueba,Algo,Algo,Algo,Algo,Regular,Regular,Regular,Regular,Regular,Regular,No,Si,99, ,-1,Izquierda,1,0.9555,0.07903625236974342,SETIEMBRE 2021
633,633,633,633,157404156,NSE B1,NSE B,NSE A/B,31,De 25 a 39 años,SI,Mujer,15,Lima,150111,Lima Metropolitana,1,1,5,5,1,-1,Lima Metropolitana,1,7,2,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Nada,Poco,Nada,Nada,Mal,Regular,Muy mal,Muy mal,Mal,Mal,Si,Si,6, ,-1,Derecha,2,0.7872,0.06511495328672111,SETIEMBRE 2021
634,634,634,634,157404159,NSE E,NSE E,NSE D/E,28,De 25 a 39 años,SI,Hombre,4,Arequipa,40104,Sur,7,2,-1,-1,2,4,Peru rural,2,3,1,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Algo,Algo,NS/NP,Mucho,Regular,Bien,NS/NP,Bien,Regular,Muy bien,Si,No,4, ,-1,Izquierda,1,1.0829,0.08957441935237587,SETIEMBRE 2021
635,635,635,635,157404192,NSE E,NSE E,NSE D/E,36,De 25 a 39 años,SI,Hombre,1,Bongará,10306,Selva,8,2,-1,-1,3,2,Peru urbano,1,2,1,Aprueba,NS/NP,NS/NP,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,NS/NP,Mucho,Algo,Mucho,Regular,Regular,Regular,Bien,Regular,Regular,Si,No,4, ,-1,Centro,1,0.9555,0.07903625236974342,SETIEMBRE 2021
636,636,636,636,157404220,NSE B1,NSE B,NSE A/B,58,De 40 a más años,SI,Hombre,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,6,2,Desaprueba,Desaprueba,NS/NP,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Algo,Poco,Algo,Poco,Regular,Regular,Regular,Bien,Regular,Regular,Si,No,12,EL CONGRESO,12,Derecha,5,0.8078,0.06681892691185633,SETIEMBRE 2021
637,637,637,637,157404230,NSE D,NSE D,NSE D/E,21,De 18 a 24 años,SI,Hombre,5,Huanca Sancos,50304,Sur,7,2,-1,-1,2,2,Peru urbano,1,4,2,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,Aprueba,Aprueba,Aprueba,Nada,Poco,Poco,Nada,Mal,Mal,Mal,Mal,Muy mal,Regular,Si,No,99, ,-1,Derecha,3,0.8371,0.06924253988352926,SETIEMBRE 2021
638,638,638,638,157404231,NSE B1,NSE B,NSE A/B,28,De 25 a 39 años,SI,Mujer,15,Lima,150135,Lima Metropolitana,1,1,3,3,1,-1,Lima Metropolitana,1,5,2,NS/NP,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Algo,Algo,Mucho,Mucho,Mal,Regular,Mal,Bien,Regular,Bien,Si,No,99, ,-1,Derecha,1,0.7872,0.06511495328672111,SETIEMBRE 2021
639,639,639,639,157404233,NSE A2,NSE A,NSE A/B,33,De 25 a 39 años,SI,Mujer,15,Lima,150101,Lima Metropolitana,1,1,1,1,1,-1,Lima Metropolitana,1,5,2,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,NS/NP,Algo,Mucho,Algo,Poco,Regular,Regular,Regular,Muy bien,Regular,Bien,Si,Si,99, ,-1,Centro,6,0.4154,0.03436071086801822,SETIEMBRE 2021
640,640,640,640,157404253,NSE D,NSE D,NSE D/E,50,De 40 a más años,SI,Hombre,13,Trujillo,130101,Norte,2,2,-1,-1,1,2,Peru urbano,1,2,1,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Nada,Nada,Nada,Nada,Mal,Mal,Regular,Mal,Mal,Regular,Si,No,8,EL QUE FORMO EL PARTIDO,8,Derecha,1,0.9993,0.08265926425231249,SETIEMBRE 2021
